measurement_id,target_uri,target_name,target_type,target_category,variable_uri,variable_name,variable_unit,value,date,confidence,measurement_method,operator,treatment,block,replicate,notes
DEMO_007567,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-low-n-rep09,Block1-Low-N-Rep09,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#wind_speed,Wind Speed,m/s,8.93,2025-06-06 22:07:35,0.89,Manual,field_team,Low-N,1,9,Demo measurement day 32 - Wind Speed
DEMO_007568,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0945,Block3-Heat-Rep09-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.9,2025-06-06 21:59:04,0.89,Manual,researcher_01,Heat,N/A,N/A,Demo measurement day 32 - Stomatal Conductance
DEMO_007569,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-control-rep05,Block2-Control-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#photosynthesis_rate,Photosynthesis Rate,μmol/m²/s,34.73,2025-06-06 20:04:21,0.881,Remote sensing,sensor_system,Control,2,5,Demo measurement day 32 - Photosynthesis Rate
DEMO_007570,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-salt-rep02,Block1-Salt-Rep02,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,4.26,2025-06-07 00:50:36,0.923,Remote sensing,field_team,Salt,1,2,Demo measurement day 32 - Leaf Area Index
DEMO_007571,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-heat-rep05,Block3-Heat-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.46,2025-06-07 00:02:15,0.98,Automated,field_team,Heat,3,5,Demo measurement day 32 - Stomatal Conductance
DEMO_007572,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0737,Block3-Control-Rep08-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,33.2,2025-06-06 16:55:31,0.894,Semi-automated,researcher_01,Control,N/A,N/A,Demo measurement day 32 - Root Length
DEMO_007573,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block6-control-rep03,Block6-Control-Rep03,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,4.24,2025-06-06 17:26:45,0.946,Semi-automated,researcher_02,Control,6,3,Demo measurement day 32 - Leaf Area Index
DEMO_007574,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block6-heat-rep02,Block6-Heat-Rep02,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#photosynthesis_rate,Photosynthesis Rate,μmol/m²/s,11.86,2025-06-06 23:38:40,0.925,Manual,sensor_system,Heat,6,2,Demo measurement day 32 - Photosynthesis Rate
DEMO_007575,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0361,Block2-Control-Rep03-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,211.49,2025-06-06 21:48:43,0.917,Semi-automated,sensor_system,Control,N/A,N/A,Demo measurement day 32 - Fresh Biomass
DEMO_007576,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-cold-rep04,Block4-Cold-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#precipitation,Precipitation,mm,17.8,2025-06-06 21:40:03,0.968,Semi-automated,field_team,Cold,4,4,Demo measurement day 32 - Precipitation
DEMO_007577,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0900,Block3-Low-N-Rep10-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,1.22,2025-06-06 23:21:21,0.924,Automated,sensor_system,Low-N,N/A,N/A,Demo measurement day 32 - Water Use Efficiency
DEMO_007578,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0725,Block3-Control-Rep05-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,39.0,2025-06-07 02:37:59,0.862,Manual,sensor_system,Control,N/A,N/A,Demo measurement day 32 - Root Length
DEMO_007579,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0881,Block3-Low-N-Rep07-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,8.0,2025-06-06 23:56:08,0.953,Semi-automated,sensor_system,Low-N,N/A,N/A,Demo measurement day 32 - Water Use Efficiency
DEMO_007580,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0644,Block2-Cold-Rep09-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,112.8,2025-06-07 06:12:56,0.901,Semi-automated,researcher_01,Cold,N/A,N/A,Demo measurement day 32 - Plant Height
DEMO_007581,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0755,Block3-Drought-Rep01-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,7.0,2025-06-07 01:26:22,0.917,Remote sensing,researcher_02,Drought,N/A,N/A,Demo measurement day 32 - Stem Diameter
DEMO_007582,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0954,Block3-Cold-Rep01-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,216.02,2025-06-06 21:21:26,0.963,Automated,researcher_03,Cold,N/A,N/A,Demo measurement day 32 - Fresh Biomass
DEMO_007583,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block7-high-n-rep09,Block7-High-N-Rep09,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,22.0,2025-06-06 22:09:46,0.935,Automated,researcher_03,High-N,7,9,Demo measurement day 32 - Root Length
DEMO_007584,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block5-heat-rep05,Block5-Heat-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,3.81,2025-06-07 01:36:42,0.962,Remote sensing,researcher_02,Heat,5,5,Demo measurement day 32 - Leaf Area Index
DEMO_007585,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0110,Block1-High-N-Rep02-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,75.0,2025-06-07 01:21:10,0.944,Automated,researcher_01,High-N,N/A,N/A,Demo measurement day 32 - Leaf Count
DEMO_007586,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0224,Block1-Heat-Rep05-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.91,2025-06-06 20:29:47,0.937,Semi-automated,researcher_02,Heat,N/A,N/A,Demo measurement day 32 - Stomatal Conductance
DEMO_007587,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0046,Block1-Control-Rep10-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,30.0,2025-06-07 05:27:03,0.853,Manual,researcher_03,Control,N/A,N/A,Demo measurement day 32 - Stem Diameter
DEMO_007588,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-high-n-rep01,Block2-High-N-Rep01,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_moisture,Soil Moisture,%,64.6,2025-06-06 18:20:19,0.904,Manual,researcher_03,High-N,2,1,Demo measurement day 32 - Soil Moisture
DEMO_007589,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0062,Block1-Drought-Rep03-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,5.7,2025-06-07 02:25:41,0.968,Remote sensing,researcher_02,Drought,N/A,N/A,Demo measurement day 32 - Stem Diameter
DEMO_007590,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0106,Block1-High-N-Rep02-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,30.0,2025-06-06 20:23:57,0.919,Manual,sensor_system,High-N,N/A,N/A,Demo measurement day 32 - Stem Diameter
DEMO_007591,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block6-high-n-rep08,Block6-High-N-Rep08,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#wind_speed,Wind Speed,m/s,7.08,2025-06-07 02:09:23,0.96,Remote sensing,researcher_02,High-N,6,8,Demo measurement day 32 - Wind Speed
DEMO_007592,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-control-rep06,Block1-Control-Rep06,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#light_intensity,Light Intensity,μmol/m²/s,1609.24,2025-06-06 23:35:03,0.94,Remote sensing,sensor_system,Control,1,6,Demo measurement day 32 - Light Intensity
DEMO_007593,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0042,Block1-Control-Rep09-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,45.0,2025-06-06 23:45:31,0.959,Remote sensing,researcher_01,Control,N/A,N/A,Demo measurement day 32 - Root Length
DEMO_007594,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0944,Block3-Heat-Rep09-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,5.61,2025-06-07 00:26:14,0.918,Semi-automated,researcher_02,Heat,N/A,N/A,Demo measurement day 32 - Leaf Area Index
DEMO_007595,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-drought-rep06,Block3-Drought-Rep06,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#wind_speed,Wind Speed,m/s,8.73,2025-06-07 06:27:28,0.955,Automated,researcher_03,Drought,3,6,Demo measurement day 32 - Wind Speed
DEMO_007596,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0797,Block3-Drought-Rep10-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,6.6,2025-06-07 05:18:51,0.968,Semi-automated,researcher_01,Drought,N/A,N/A,Demo measurement day 32 - Stem Diameter
DEMO_007597,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0697,Block2-Salt-Rep10-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,147.63,2025-06-07 01:42:23,0.896,Semi-automated,researcher_03,Salt,N/A,N/A,Demo measurement day 32 - Dry Biomass
DEMO_007599,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block6-cold-rep04,Block6-Cold-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_moisture,Soil Moisture,%,15.3,2025-06-07 06:46:28,0.952,Remote sensing,researcher_03,Cold,6,4,Demo measurement day 32 - Soil Moisture
DEMO_007600,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0301,Block1-Salt-Rep01-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,11.0,2025-06-06 22:16:32,0.988,Automated,researcher_03,Salt,N/A,N/A,Demo measurement day 32 - Leaf Count
DEMO_007601,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0319,Block1-Salt-Rep04-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,34.5,2025-06-07 02:47:52,0.919,Remote sensing,sensor_system,Salt,N/A,N/A,Demo measurement day 32 - Root Length
DEMO_007602,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0364,Block2-Control-Rep03-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,150.0,2025-06-06 22:19:50,0.956,Semi-automated,researcher_03,Control,N/A,N/A,Demo measurement day 32 - Plant Height
DEMO_007603,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0110,Block1-High-N-Rep02-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,7.7,2025-06-07 01:36:47,0.958,Remote sensing,sensor_system,High-N,N/A,N/A,Demo measurement day 32 - Water Use Efficiency
DEMO_007604,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-heat-rep07,Block4-Heat-Rep07,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_pH,Soil pH,pH,7.0,2025-06-07 02:12:02,0.981,Automated,researcher_02,Heat,4,7,Demo measurement day 32 - Soil pH
DEMO_007605,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-high-n-rep01,Block1-High-N-Rep01,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,220.39,2025-06-07 01:45:49,0.956,Automated,field_team,High-N,1,1,Demo measurement day 32 - Fresh Biomass
DEMO_007606,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-drought-rep03,Block1-Drought-Rep03,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,18.0,2025-06-06 21:03:07,0.937,Remote sensing,researcher_02,Drought,1,3,Demo measurement day 32 - Leaf Count
DEMO_007607,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0985,Block3-Cold-Rep07-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,45.0,2025-06-07 06:07:26,0.929,Remote sensing,researcher_02,Cold,N/A,N/A,Demo measurement day 32 - Root Length
DEMO_007608,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-high-n-rep10,Block2-High-N-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,4.76,2025-06-06 18:58:37,0.933,Remote sensing,sensor_system,High-N,2,10,Demo measurement day 32 - Leaf Area Index
DEMO_007609,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-low-n-rep06,Block4-Low-N-Rep06,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_temperature,Soil Temperature,°C,31.6,2025-06-06 20:03:19,0.907,Manual,sensor_system,Low-N,4,6,Demo measurement day 32 - Soil Temperature
DEMO_007610,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0357,Block2-Control-Rep02-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,27.0,2025-06-07 03:13:40,0.908,Semi-automated,researcher_02,Control,N/A,N/A,Demo measurement day 32 - Stem Diameter
DEMO_007611,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0702,Block3-Control-Rep01-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,22.4,2025-06-06 19:07:27,0.891,Semi-automated,researcher_03,Control,N/A,N/A,Demo measurement day 32 - Stem Diameter
DEMO_007612,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0871,Block3-Low-N-Rep05-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,2.37,2025-06-07 01:57:51,0.891,Manual,researcher_02,Low-N,N/A,N/A,Demo measurement day 32 - Water Use Efficiency
DEMO_007613,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0295,Block1-Cold-Rep09-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,15.0,2025-06-06 18:59:47,0.928,Semi-automated,researcher_02,Cold,N/A,N/A,Demo measurement day 32 - Leaf Count
DEMO_007614,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-control-rep07,Block2-Control-Rep07,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,4.99,2025-06-07 03:14:35,0.975,Automated,sensor_system,Control,2,7,Demo measurement day 32 - Leaf Area Index
DEMO_007615,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0379,Block2-Control-Rep06-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,522.84,2025-06-06 22:31:21,0.915,Semi-automated,researcher_02,Control,N/A,N/A,Demo measurement day 32 - Fresh Biomass
DEMO_007616,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0598,Block2-Heat-Rep10-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,19.6,2025-06-07 01:40:25,0.92,Semi-automated,researcher_01,Heat,N/A,N/A,Demo measurement day 32 - Root Length
DEMO_007617,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0458,Block2-High-N-Rep02-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,100.3,2025-06-06 23:01:16,0.935,Automated,researcher_02,High-N,N/A,N/A,Demo measurement day 32 - Plant Height
DEMO_007618,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0528,Block2-Low-N-Rep06-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,21.7,2025-06-06 20:37:52,0.852,Manual,researcher_01,Low-N,N/A,N/A,Demo measurement day 32 - Stem Diameter
DEMO_007619,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0615,Block2-Cold-Rep03-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,29.33,2025-06-06 23:29:43,0.917,Manual,researcher_03,Cold,N/A,N/A,Demo measurement day 32 - Dry Biomass
DEMO_007620,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0962,Block3-Cold-Rep03-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,8.0,2025-06-06 21:15:07,0.887,Remote sensing,researcher_01,Cold,N/A,N/A,Demo measurement day 32 - Water Use Efficiency
DEMO_007621,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-high-n-rep04,Block4-High-N-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,25.9,2025-06-07 04:30:58,0.917,Manual,researcher_02,High-N,4,4,Demo measurement day 32 - Root Length
DEMO_007622,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0266,Block1-Cold-Rep04-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,4.27,2025-06-07 04:50:02,0.903,Semi-automated,researcher_01,Cold,N/A,N/A,Demo measurement day 32 - Water Use Efficiency
DEMO_007623,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-high-n-rep10,Block3-High-N-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,21.6,2025-06-07 04:45:19,0.956,Remote sensing,researcher_02,High-N,3,10,Demo measurement day 32 - Stem Diameter
DEMO_007624,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-low-n-rep10,Block1-Low-N-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,110.1,2025-06-06 20:50:32,0.948,Manual,field_team,Low-N,1,10,Demo measurement day 32 - Plant Height
DEMO_007625,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0767,Block3-Drought-Rep04-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,55.17,2025-06-06 16:26:40,0.935,Semi-automated,field_team,Drought,N/A,N/A,Demo measurement day 32 - Dry Biomass
DEMO_007626,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0693,Block2-Salt-Rep09-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,4.6,2025-06-06 16:12:29,0.898,Manual,researcher_01,Salt,N/A,N/A,Demo measurement day 32 - Water Use Efficiency
DEMO_007627,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0542,Block2-Low-N-Rep09-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,43.7,2025-06-06 23:12:42,0.963,Semi-automated,sensor_system,Low-N,N/A,N/A,Demo measurement day 32 - Root Length
DEMO_007628,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0222,Block1-Heat-Rep05-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,6.97,2025-06-07 01:57:36,0.968,Semi-automated,researcher_02,Heat,N/A,N/A,Demo measurement day 32 - Leaf Area Index
DEMO_007629,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-cold-rep02,Block1-Cold-Rep02,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#wind_speed,Wind Speed,m/s,5.9,2025-06-06 16:35:22,0.956,Automated,researcher_03,Cold,1,2,Demo measurement day 32 - Wind Speed
DEMO_007630,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0459,Block2-High-N-Rep02-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,48.71,2025-06-07 03:02:24,0.914,Remote sensing,researcher_02,High-N,N/A,N/A,Demo measurement day 32 - Dry Biomass
DEMO_007631,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-control-rep08,Block1-Control-Rep08,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,407.61,2025-06-07 06:17:59,0.93,Manual,field_team,Control,1,8,Demo measurement day 32 - Fresh Biomass
DEMO_007632,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0355,Block2-Control-Rep01-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,2.48,2025-06-07 01:01:52,0.863,Manual,researcher_02,Control,N/A,N/A,Demo measurement day 32 - Leaf Area Index
DEMO_007633,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0690,Block2-Salt-Rep08-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,20.0,2025-06-06 19:45:37,0.88,Remote sensing,researcher_01,Salt,N/A,N/A,Demo measurement day 32 - Leaf Count
DEMO_007634,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0322,Block1-Salt-Rep05-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.15,2025-06-06 16:30:18,0.978,Automated,researcher_01,Salt,N/A,N/A,Demo measurement day 32 - Stomatal Conductance
DEMO_007635,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0858,Block3-Low-N-Rep02-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,8.0,2025-06-07 05:58:21,0.951,Automated,field_team,Low-N,N/A,N/A,Demo measurement day 32 - Water Use Efficiency
DEMO_007636,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0234,Block1-Heat-Rep07-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,143.7,2025-06-07 01:02:34,0.929,Remote sensing,researcher_03,Heat,N/A,N/A,Demo measurement day 32 - Plant Height
DEMO_007638,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-control-rep06,Block2-Control-Rep06,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#chlorophyll_content,Chlorophyll Content,SPAD,62.17,2025-06-06 20:21:48,0.93,Semi-automated,sensor_system,Control,2,6,Demo measurement day 32 - Chlorophyll Content
