measurement_id,target_uri,target_name,target_type,target_category,variable_uri,variable_name,variable_unit,value,date,confidence,measurement_method,operator,treatment,block,replicate,notes
DEMO_013306,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0685,Block2-Salt-Rep07-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,9.0,2025-06-21 18:17:41,0.851,Manual,field_team,Salt,N/A,N/A,Demo measurement day 53 - Leaf Count
DEMO_013307,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0582,Block2-Heat-Rep07-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,11.2,2025-06-22 03:16:24,0.932,Semi-automated,researcher_01,Heat,N/A,N/A,Demo measurement day 53 - Root Length
DEMO_013308,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0460,Block2-High-N-Rep02-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,15.1,2025-06-21 20:26:39,0.94,Semi-automated,researcher_03,High-N,N/A,N/A,Demo measurement day 53 - Root Length
DEMO_013309,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0726,Block3-Control-Rep06-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,7.21,2025-06-22 01:17:30,0.975,Automated,sensor_system,Control,N/A,N/A,Demo measurement day 53 - Leaf Area Index
DEMO_013310,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0536,Block2-Low-N-Rep08-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,28.2,2025-06-21 16:58:06,0.948,Semi-automated,researcher_03,Low-N,N/A,N/A,Demo measurement day 53 - Stem Diameter
DEMO_013311,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-control-rep04,Block4-Control-Rep04,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#precipitation,Precipitation,mm,10.5,2025-06-21 17:35:25,0.958,Automated,researcher_01,Control,4,4,Demo measurement day 53 - Precipitation
DEMO_013312,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block7-high-n-rep05,Block7-High-N-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#relative_humidity,Relative Humidity,%,44.1,2025-06-21 22:51:11,0.967,Automated,field_team,High-N,7,5,Demo measurement day 53 - Relative Humidity
DEMO_013313,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0869,Block3-Low-N-Rep04-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,42.5,2025-06-21 18:43:56,0.985,Automated,researcher_01,Low-N,N/A,N/A,Demo measurement day 53 - Plant Height
DEMO_013314,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block7-cold-rep08,Block7-Cold-Rep08,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,80.7,2025-06-22 01:04:16,0.937,Automated,researcher_02,Cold,7,8,Demo measurement day 53 - Dry Biomass
DEMO_013315,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-high-n-rep07,Block1-High-N-Rep07,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_pH,Soil pH,pH,8.0,2025-06-21 19:56:26,0.919,Semi-automated,researcher_01,High-N,1,7,Demo measurement day 53 - Soil pH
DEMO_013316,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0086,Block1-Drought-Rep08-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,29.0,2025-06-21 16:36:19,0.925,Remote sensing,sensor_system,Drought,N/A,N/A,Demo measurement day 53 - Stem Diameter
DEMO_013317,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block6-drought-rep08,Block6-Drought-Rep08,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,24.6,2025-06-21 20:13:34,0.902,Semi-automated,researcher_02,Drought,6,8,Demo measurement day 53 - Stem Diameter
DEMO_013318,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block6-salt-rep10,Block6-Salt-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,27.3,2025-06-21 21:02:29,0.943,Remote sensing,field_team,Salt,6,10,Demo measurement day 53 - Stem Diameter
DEMO_013319,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block5-salt-rep02,Block5-Salt-Rep02,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,50.0,2025-06-21 17:21:05,0.915,Semi-automated,researcher_03,Salt,5,2,Demo measurement day 53 - Leaf Count
DEMO_013320,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block5-high-n-rep03,Block5-High-N-Rep03,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#precipitation,Precipitation,mm,27.9,2025-06-21 17:18:11,0.941,Automated,field_team,High-N,5,3,Demo measurement day 53 - Precipitation
DEMO_013321,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0691,Block2-Salt-Rep09-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,1.5,2025-06-21 18:33:00,0.924,Remote sensing,researcher_02,Salt,N/A,N/A,Demo measurement day 53 - Stomatal Conductance
DEMO_013322,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0151,Block1-Low-N-Rep01-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,8.0,2025-06-21 21:50:59,0.932,Semi-automated,researcher_03,Low-N,N/A,N/A,Demo measurement day 53 - Leaf Area Index
DEMO_013323,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-drought-rep06,Block3-Drought-Rep06,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#chlorophyll_content,Chlorophyll Content,SPAD,21.04,2025-06-21 16:29:01,0.922,Automated,researcher_03,Drought,3,6,Demo measurement day 53 - Chlorophyll Content
DEMO_013324,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0231,Block1-Heat-Rep07-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,45.0,2025-06-22 01:16:48,0.969,Semi-automated,sensor_system,Heat,N/A,N/A,Demo measurement day 53 - Root Length
DEMO_013325,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0320,Block1-Salt-Rep04-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,30.0,2025-06-21 18:06:25,0.969,Semi-automated,field_team,Salt,N/A,N/A,Demo measurement day 53 - Stem Diameter
DEMO_013326,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0716,Block3-Control-Rep04-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,150.0,2025-06-22 00:20:29,0.969,Semi-automated,researcher_03,Control,N/A,N/A,Demo measurement day 53 - Plant Height
DEMO_013327,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0756,Block3-Drought-Rep02-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,33.2,2025-06-22 03:51:20,0.916,Remote sensing,field_team,Drought,N/A,N/A,Demo measurement day 53 - Root Length
DEMO_013328,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0783,Block3-Drought-Rep07-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,57.05,2025-06-22 06:08:37,0.915,Semi-automated,sensor_system,Drought,N/A,N/A,Demo measurement day 53 - Dry Biomass
DEMO_013329,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0232,Block1-Heat-Rep07-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,17.5,2025-06-22 00:22:30,0.908,Remote sensing,researcher_01,Heat,N/A,N/A,Demo measurement day 53 - Plant Height
DEMO_013330,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-cold-rep05,Block2-Cold-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#air_temperature,Air Temperature,°C,20.2,2025-06-21 20:57:54,0.924,Automated,researcher_01,Cold,2,5,Demo measurement day 53 - Air Temperature
DEMO_013331,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-high-n-rep07,Block2-High-N-Rep07,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,4.75,2025-06-21 16:46:26,0.926,Remote sensing,sensor_system,High-N,2,7,Demo measurement day 53 - Water Use Efficiency
DEMO_013332,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0758,Block3-Drought-Rep02-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.63,2025-06-21 16:30:59,0.866,Manual,field_team,Drought,N/A,N/A,Demo measurement day 53 - Stomatal Conductance
DEMO_013333,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-heat-rep10,Block2-Heat-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#photosynthesis_rate,Photosynthesis Rate,μmol/m²/s,8.48,2025-06-21 19:22:32,0.939,Automated,researcher_02,Heat,2,10,Demo measurement day 53 - Photosynthesis Rate
DEMO_013334,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0976,Block3-Cold-Rep06-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,23.52,2025-06-21 20:48:21,0.946,Manual,sensor_system,Cold,N/A,N/A,Demo measurement day 53 - Dry Biomass
DEMO_013335,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-low-n-rep05,Block2-Low-N-Rep05,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_temperature,Soil Temperature,°C,26.2,2025-06-21 21:52:39,0.982,Automated,researcher_02,Low-N,2,5,Demo measurement day 53 - Soil Temperature
DEMO_013336,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-high-n-rep06,Block1-High-N-Rep06,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,3.29,2025-06-23 03:34:56,0.973,Automated,researcher_01,High-N,1,6,Demo measurement day 54 - Water Use Efficiency
DEMO_013337,http://www.phenome-fppn.fr/platform/diaphen/2024/sensor-canopy-06,Canopy-Sensor-06,http://www.opensilex.org/vocabulary/oeso#SensingDevice,sensor,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_moisture,Soil Moisture,%,27.9,2025-06-22 19:08:50,0.913,Semi-automated,sensor_system,None,N/A,N/A,Demo measurement day 54 - Soil Moisture
DEMO_013338,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0770,Block3-Drought-Rep04-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,24.3,2025-06-22 19:41:45,0.935,Automated,researcher_01,Drought,N/A,N/A,Demo measurement day 54 - Stem Diameter
DEMO_013339,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0035,Block1-Control-Rep07-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#water_use_efficiency,Water Use Efficiency,μmol/mmol,8.0,2025-06-23 04:08:39,0.876,Manual,researcher_01,Control,N/A,N/A,Demo measurement day 54 - Water Use Efficiency
DEMO_013341,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0876,Block3-Low-N-Rep06-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,150.0,2025-06-22 19:43:11,0.935,Semi-automated,field_team,Low-N,N/A,N/A,Demo measurement day 54 - Dry Biomass
DEMO_013342,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0494,Block2-High-N-Rep09-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,75.0,2025-06-22 19:00:26,0.953,Automated,sensor_system,High-N,N/A,N/A,Demo measurement day 54 - Leaf Count
DEMO_013343,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0188,Block1-Low-N-Rep08-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,505.44,2025-06-23 06:23:05,0.946,Remote sensing,researcher_02,Low-N,N/A,N/A,Demo measurement day 54 - Fresh Biomass
DEMO_013344,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0014,Block1-Control-Rep03-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,150.0,2025-06-23 00:00:59,0.925,Manual,field_team,Control,N/A,N/A,Demo measurement day 54 - Plant Height
DEMO_013345,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-salt-rep10,Block3-Salt-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#wind_speed,Wind Speed,m/s,10.32,2025-06-22 17:35:39,0.886,Manual,researcher_01,Salt,3,10,Demo measurement day 54 - Wind Speed
DEMO_013346,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0175,Block1-Low-N-Rep05-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,45.0,2025-06-23 01:43:51,0.963,Semi-automated,researcher_02,Low-N,N/A,N/A,Demo measurement day 54 - Root Length
DEMO_013347,http://www.phenome-fppn.fr/platform/diaphen/2024/sensor-weather-03,Weather-Sensor-03,http://www.opensilex.org/vocabulary/oeso#SensingDevice,sensor,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#co2_concentration,CO2 Concentration,ppm,1033.09,2025-06-22 18:11:31,0.949,Remote sensing,researcher_02,None,N/A,N/A,Demo measurement day 54 - CO2 Concentration
DEMO_013348,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0642,Block2-Cold-Rep09-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,750.0,2025-06-23 00:19:09,0.946,Semi-automated,researcher_03,Cold,N/A,N/A,Demo measurement day 54 - Fresh Biomass
DEMO_013349,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0841,Block3-High-N-Rep09-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,6.97,2025-06-23 03:17:29,0.908,Remote sensing,sensor_system,High-N,N/A,N/A,Demo measurement day 54 - Leaf Area Index
DEMO_013351,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block4-salt-rep08,Block4-Salt-Rep08,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#light_intensity,Light Intensity,μmol/m²/s,1138.29,2025-06-23 02:17:55,0.882,Remote sensing,researcher_02,Salt,4,8,Demo measurement day 54 - Light Intensity
DEMO_013352,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0221,Block1-Heat-Rep05-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,74.04,2025-06-22 16:18:18,0.935,Manual,researcher_02,Heat,N/A,N/A,Demo measurement day 54 - Dry Biomass
DEMO_013353,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0613,Block2-Cold-Rep03-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,15.8,2025-06-22 17:56:32,0.885,Manual,sensor_system,Cold,N/A,N/A,Demo measurement day 54 - Stem Diameter
DEMO_013354,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block3-heat-rep10,Block3-Heat-Rep10,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#wind_speed,Wind Speed,m/s,3.44,2025-06-22 18:07:56,0.923,Manual,researcher_02,Heat,3,10,Demo measurement day 54 - Wind Speed
DEMO_013355,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0653,Block2-Salt-Rep01-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,150.0,2025-06-22 22:37:41,0.939,Automated,researcher_01,Salt,N/A,N/A,Demo measurement day 54 - Dry Biomass
DEMO_013356,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0912,Block3-Heat-Rep03-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stem_diameter,Stem Diameter,mm,12.2,2025-06-22 19:07:40,0.879,Manual,researcher_01,Heat,N/A,N/A,Demo measurement day 54 - Stem Diameter
DEMO_013357,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0006,Block1-Control-Rep02-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_area_index,Leaf Area Index,m²/m²,8.0,2025-06-22 22:27:30,0.87,Manual,researcher_01,Control,N/A,N/A,Demo measurement day 54 - Leaf Area Index
DEMO_013358,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0711,Block3-Control-Rep03-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,12.07,2025-06-23 01:05:32,0.95,Semi-automated,field_team,Control,N/A,N/A,Demo measurement day 54 - Dry Biomass
DEMO_013359,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0007,Block1-Control-Rep02-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,41.7,2025-06-23 01:47:12,0.941,Remote sensing,field_team,Control,N/A,N/A,Demo measurement day 54 - Root Length
DEMO_013360,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block5-heat-rep07,Block5-Heat-Rep07,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#precipitation,Precipitation,mm,36.7,2025-06-23 02:25:34,0.853,Manual,sensor_system,Heat,5,7,Demo measurement day 54 - Precipitation
DEMO_013361,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0336,Block1-Salt-Rep08-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,136.9,2025-06-23 04:35:06,0.933,Automated,researcher_03,Salt,N/A,N/A,Demo measurement day 54 - Plant Height
DEMO_013362,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0053,Block1-Drought-Rep01-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,44.4,2025-06-23 01:55:12,0.921,Manual,sensor_system,Drought,N/A,N/A,Demo measurement day 54 - Root Length
DEMO_013363,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0002,Block1-Control-Rep01-Plant2,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,48.0,2025-06-22 23:04:17,0.969,Remote sensing,researcher_03,Control,N/A,N/A,Demo measurement day 54 - Leaf Count
DEMO_013364,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0085,Block1-Drought-Rep07-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#root_length,Root Length,cm,36.8,2025-06-23 01:34:17,0.987,Automated,researcher_03,Drought,N/A,N/A,Demo measurement day 54 - Root Length
DEMO_013365,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0954,Block3-Cold-Rep01-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,110.1,2025-06-23 06:15:26,0.94,Automated,field_team,Cold,N/A,N/A,Demo measurement day 54 - Plant Height
DEMO_013366,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0759,Block3-Drought-Rep02-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,84.59,2025-06-22 20:04:46,0.936,Manual,researcher_01,Drought,N/A,N/A,Demo measurement day 54 - Dry Biomass
DEMO_013367,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0748,Block3-Control-Rep10-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,75.0,2025-06-22 19:09:32,0.855,Manual,field_team,Control,N/A,N/A,Demo measurement day 54 - Leaf Count
DEMO_013368,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block2-salt-rep01,Block2-Salt-Rep01,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#soil_moisture,Soil Moisture,%,34.1,2025-06-23 05:54:06,0.916,Manual,field_team,Salt,2,1,Demo measurement day 54 - Soil Moisture
DEMO_013369,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block6-control-rep02,Block6-Control-Rep02,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,51.8,2025-06-23 00:22:46,0.897,Manual,sensor_system,Control,6,2,Demo measurement day 54 - Plant Height
DEMO_013370,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0280,Block1-Cold-Rep06-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,170.18,2025-06-23 06:08:30,0.936,Manual,researcher_03,Cold,N/A,N/A,Demo measurement day 54 - Fresh Biomass
DEMO_013371,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0595,Block2-Heat-Rep09-Plant5,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.55,2025-06-22 15:56:11,0.896,Manual,researcher_02,Heat,N/A,N/A,Demo measurement day 54 - Stomatal Conductance
DEMO_013372,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0451,Block2-High-N-Rep01-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#stomatal_conductance,Stomatal Conductance,mol/m²/s,0.29,2025-06-23 01:41:34,0.853,Manual,researcher_02,High-N,N/A,N/A,Demo measurement day 54 - Stomatal Conductance
DEMO_013373,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0979,Block3-Cold-Rep06-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,145.49,2025-06-22 20:00:09,0.925,Semi-automated,researcher_01,Cold,N/A,N/A,Demo measurement day 54 - Dry Biomass
DEMO_013374,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0381,Block2-Control-Rep07-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#fresh_biomass,Fresh Biomass,g,647.47,2025-06-22 21:32:51,0.944,Automated,researcher_03,Control,N/A,N/A,Demo measurement day 54 - Fresh Biomass
DEMO_013375,http://www.phenome-fppn.fr/platform/diaphen/2024/plot-block1-cold-rep09,Block1-Cold-Rep09,http://www.opensilex.org/vocabulary/oeso#Plot,plot,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#light_intensity,Light Intensity,μmol/m²/s,869.47,2025-06-23 04:04:38,0.926,Remote sensing,researcher_01,Cold,1,9,Demo measurement day 54 - Light Intensity
DEMO_013376,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0599,Block2-Heat-Rep10-Plant4,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#plant_height,Plant Height,cm,144.6,2025-06-22 21:35:56,0.912,Manual,sensor_system,Heat,N/A,N/A,Demo measurement day 54 - Plant Height
DEMO_013377,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0228,Block1-Heat-Rep06-Plant3,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#dry_biomass,Dry Biomass,g,32.5,2025-06-23 03:24:26,0.962,Remote sensing,researcher_02,Heat,N/A,N/A,Demo measurement day 54 - Dry Biomass
DEMO_013378,http://www.phenome-fppn.fr/platform/diaphen/2024/plant-0246,Block1-Heat-Rep10-Plant1,http://www.opensilex.org/vocabulary/oeso#Plant,plant,http://www.phenome-fppn.fr/platform/diaphen/2024/v1#leaf_count,Leaf Count,count,46.0,2025-06-22 19:35:51,0.921,Automated,field_team,Heat,N/A,N/A,Demo measurement day 54 - Leaf Count
